ticket_id,customer_id,issue_type,priority,resolution_days,satisfaction_score
14691,4232,Network,Low,9,2
14692,678,Speed,Medium,16,1
14693,14043,Network,High,3,4
14694,14851,Technical,Low,10,3
14695,5560,Login,High,16,3
14696,9022,Network,Medium,10,2
14697,4569,Billing,Low,1,5
14698,10921,Billing,Low,17,1
14699,6523,Refund,Low,16,1
14700,5491,Network,Medium,16,4
14701,5149,Refund,High,19,4
14702,2800,Refund,Medium,15,1
14703,14440,Refund,Low,1,1
14704,1790,Speed,High,4,2
14705,10804,Login,High,1,5
14706,6420,Login,Medium,6,4
14707,2927,Technical,Low,2,3
14708,11283,Speed,Low,20,5
14709,11130,Network,Low,5,3
14710,519,Technical,Medium,11,5
14711,2545,Billing,High,15,2
14712,8419,Network,Low,11,1
14713,5268,Technical,Low,6,5
14714,13861,Login,Low,2,3
14715,9126,Billing,Low,14,5
14716,6396,Login,Low,15,1
14717,3500,Billing,Low,8,5
14718,3618,Network,Low,16,2
14719,9339,Login,Medium,8,5
14720,4449,Billing,Medium,18,2
14721,5003,Network,Medium,17,5
14722,12387,Login,High,14,2
14723,12516,Network,Medium,12,4
14724,985,Speed,Low,19,3
14725,14871,Billing,Low,4,5
14726,7957,Network,High,16,4
14727,12473,Speed,Medium,8,1
14728,5120,Refund,Medium,9,1
14729,9156,Billing,Medium,4,4
14730,8825,Billing,Low,16,2
14731,4302,Refund,Medium,3,5
14732,8223,Login,Low,13,4
14733,10467,Speed,Low,2,2
14734,7686,Refund,Low,1,1
14735,12797,Billing,High,15,3
14736,4465,Login,High,20,3
14737,5030,Login,Medium,5,5
14738,1313,Speed,High,2,2
14739,1186,Speed,High,5,4
14740,5401,Login,Medium,20,4
14741,5078,Technical,Medium,3,5
14742,2321,Speed,Low,7,4
14743,10091,Technical,Low,19,3
14744,72,Technical,Low,12,4
14745,4784,Technical,Medium,13,5
14746,11476,Login,Low,7,3
14747,2710,Network,Medium,6,4
14748,5595,Refund,Low,3,1
14749,12564,Billing,Medium,8,2
14750,1112,Network,Low,5,4
14751,1841,Technical,Medium,11,2
14752,13580,Billing,Low,9,5
14753,13669,Refund,Medium,16,5
14754,6890,Speed,High,13,2
14755,3924,Billing,Medium,15,5
14756,6310,Login,Medium,16,1
14757,14852,Refund,High,3,5
14758,4779,Technical,Medium,6,3
14759,1305,Technical,Medium,3,1
14760,5007,Refund,Medium,1,5
14761,8950,Technical,High,4,3
14762,10174,Login,High,2,1
14763,12683,Technical,Low,2,5
14764,4966,Technical,Low,1,3
14765,8551,Billing,High,3,3
14766,7618,Network,Medium,4,1
14767,10863,Login,High,11,3
14768,8900,Speed,High,20,4
14769,14823,Technical,Medium,18,2
14770,6926,Billing,Low,12,3
14771,6884,Login,Low,14,3
14772,282,Billing,High,2,4
14773,8330,Refund,High,14,2
14774,14428,Login,Low,11,4
14775,11047,Billing,Medium,3,1
14776,10885,Network,High,14,2
14777,10315,Technical,Low,6,1
14778,13715,Billing,Low,2,2
14779,10786,Network,High,18,2
14780,7648,Speed,High,18,4
14781,10682,Speed,Medium,12,4
14782,13223,Login,Low,19,4
14783,9007,Speed,Medium,16,4
14784,12090,Speed,Medium,18,1
14785,3694,Network,High,2,3
14786,11759,Refund,Low,18,4
14787,6002,Refund,Low,20,2
14788,6419,Speed,High,16,2
14789,5329,Login,Low,13,3
14790,1190,Refund,Low,1,3
14791,10385,Refund,High,3,3
14792,9889,Speed,Low,5,3
14793,4112,Billing,Low,2,2
14794,1364,Refund,Medium,12,5
14795,2872,Login,Low,7,4
14796,3352,Login,Medium,10,2
14797,11420,Speed,High,20,1
14798,2176,Login,Low,17,4
14799,6426,Login,Medium,13,5
14800,14417,Technical,Low,6,3
14801,13197,Billing,Medium,10,4
14802,360,Billing,Medium,10,1
14803,8874,Billing,Medium,8,1
14804,4732,Login,Low,11,2
14805,932,Technical,High,18,5
14806,14821,Login,Medium,2,4
14807,13773,Refund,Medium,8,5
14808,1448,Technical,Medium,5,2
14809,10002,Billing,Medium,15,1
14810,3044,Technical,Medium,11,3
14811,12017,Network,High,5,3
14812,12337,Billing,High,19,2
14813,4950,Login,Low,9,3
14814,11623,Network,Medium,1,5
14815,9834,Login,High,14,3
14816,13504,Billing,High,2,5
14817,14362,Login,Medium,14,4
14818,7087,Billing,Low,18,2
14819,9299,Billing,Medium,6,5
14820,4086,Refund,Medium,18,2
14821,9471,Login,Medium,8,4
14822,11855,Speed,Low,12,5
14823,58,Technical,Medium,5,1
14824,11825,Speed,High,9,1
14825,2598,Login,Low,19,5
14826,922,Refund,Low,3,1
14827,9917,Refund,Low,18,1
14828,8814,Network,Low,4,4
14829,6558,Billing,Medium,7,5
14830,14356,Refund,Medium,16,4
14831,8168,Refund,Medium,12,5
14832,13371,Billing,High,2,4
14833,11916,Billing,Low,6,4
14834,7546,Speed,High,3,1
14835,354,Network,Low,8,2
14836,8873,Billing,Medium,17,5
14837,14229,Login,Low,6,4
14838,2205,Speed,Low,7,5
14839,14663,Billing,High,8,4
14840,977,Network,Low,10,2
14841,10289,Network,High,11,2
14842,6599,Technical,Medium,20,1
14843,1393,Billing,Medium,17,3
14844,13374,Refund,High,17,1
14845,12648,Network,Medium,4,3
14846,8232,Refund,Low,13,1
14847,1262,Network,Low,16,1
14848,3555,Network,Medium,8,5
14849,10956,Refund,Medium,17,4
14850,8092,Network,Medium,11,5
14851,1395,Billing,Medium,16,2
14852,12074,Billing,Medium,6,2
14853,12961,Login,High,5,1
14854,10072,Refund,High,1,3
14855,6641,Billing,Low,14,1
14856,8697,Refund,Low,13,3
14857,10529,Billing,Medium,13,3
14858,5698,Billing,Low,5,3
14859,14282,Network,Low,1,1
14860,3460,Login,Medium,18,4
14861,14351,Billing,Low,10,5
14862,2987,Login,Low,13,4
14863,6025,Network,High,19,1
14864,6643,Refund,High,19,1
14865,1075,Billing,Medium,15,4
14866,198,Technical,High,3,1
14867,6197,Network,Low,8,4
14868,9699,Login,Medium,17,4
14869,7580,Billing,High,1,1
14870,12812,Login,High,6,5
14871,10565,Network,High,10,4
14872,1281,Login,Low,2,3
14873,9299,Login,Medium,3,1
14874,10670,Refund,Medium,18,5
14875,1553,Technical,Low,12,2
14876,3979,Billing,Medium,2,1
14877,12094,Billing,Low,9,1
14878,3821,Refund,High,9,3
14879,8738,Refund,Low,1,1
14880,10710,Speed,Medium,4,3
14881,7105,Login,Low,4,1
14882,4722,Billing,High,1,5
14883,7439,Login,High,16,3
14884,3666,Billing,Medium,20,3
14885,13730,Billing,High,11,3
14886,14935,Billing,High,10,2
14887,2177,Billing,Medium,19,2
14888,8767,Network,High,12,4
14889,5366,Speed,Medium,12,5
14890,11261,Speed,Low,7,5
14891,13529,Billing,Medium,16,3
14892,7011,Network,Low,17,1
14893,12179,Technical,Low,17,3
14894,6874,Technical,High,16,5
14895,2215,Refund,High,4,4
14896,4381,Billing,Low,6,1
14897,11751,Refund,Medium,19,1
14898,13023,Technical,High,16,5
14899,3235,Network,High,3,2
14900,12786,Billing,High,19,5
14901,10937,Refund,High,12,5
14902,12185,Network,High,20,5
14903,5125,Refund,High,13,3
14904,13921,Speed,Low,18,1
14905,4054,Login,Low,3,1
14906,5283,Speed,Medium,16,3
14907,10048,Speed,Medium,7,5
14908,11298,Billing,Low,20,2
14909,11035,Network,Low,2,1
14910,14425,Network,Medium,7,4
14911,1464,Login,High,7,5
14912,11710,Technical,Low,20,2
14913,1196,Network,Medium,2,5
14914,644,Billing,Medium,4,1
14915,12598,Refund,Medium,12,3
14916,8255,Technical,Medium,10,1
14917,2556,Billing,Low,9,1
14918,4159,Network,Medium,5,5
14919,5407,Network,High,5,1
14920,4842,Technical,Medium,11,3
14921,10333,Billing,Medium,15,5
14922,8451,Network,Low,16,3
14923,14952,Refund,High,15,4
14924,10398,Network,Low,8,3
14925,8928,Network,High,7,2
14926,6750,Network,Medium,10,4
14927,7068,Network,Medium,18,3
14928,12345,Speed,High,7,4
14929,1802,Billing,Medium,13,4
14930,644,Login,High,14,3
14931,11793,Login,Medium,9,2
14932,9835,Speed,Low,10,2
14933,10777,Network,High,7,3
14934,2524,Login,Low,17,1
14935,8857,Network,High,7,1
14936,12078,Refund,Low,15,3
14937,1330,Refund,Low,4,4
14938,7318,Speed,High,5,2
14939,4511,Login,Medium,17,4
14940,8835,Speed,High,4,1
14941,12293,Network,High,2,2
14942,3472,Technical,Medium,6,1
14943,12377,Speed,High,11,3
14944,9389,Login,Low,8,2
14945,12112,Speed,High,5,1
14946,11455,Technical,Low,15,3
14947,13519,Refund,Low,5,1
14948,10942,Refund,High,8,1
14949,6771,Network,Low,2,3
14950,13907,Speed,Low,1,3
14951,9564,Speed,Medium,17,4
14952,1875,Technical,Low,13,3
14953,1635,Login,Medium,17,4
14954,11968,Technical,Medium,2,4
14955,10089,Technical,High,13,4
14956,4422,Technical,Medium,5,1
14957,14553,Login,High,9,3
14958,13253,Login,Medium,11,4
14959,10521,Network,Low,4,2
14960,2092,Speed,Low,14,4
14961,5019,Billing,High,12,1
14962,865,Network,High,16,4
14963,10669,Login,High,15,5
14964,2429,Refund,High,2,2
14965,13186,Login,High,1,2
14966,10825,Speed,Medium,4,2
14967,9676,Login,Medium,11,3
14968,859,Network,Medium,2,2
14969,4964,Technical,High,11,5
14970,8680,Billing,Medium,15,3
14971,3599,Billing,High,4,5
14972,1146,Login,Low,10,2
14973,8221,Speed,Medium,18,5
14974,9490,Billing,Medium,4,5
14975,12226,Speed,High,1,2
14976,10453,Refund,Low,16,1
14977,12505,Network,Low,1,5
14978,4931,Login,High,9,1
14979,3963,Refund,Medium,5,2
14980,3055,Network,High,17,5
14981,12002,Network,Medium,12,1
14982,8109,Speed,Low,13,2
14983,13071,Login,Medium,4,2
14984,14415,Speed,Low,1,3
14985,12128,Login,Low,8,2
14986,4891,Refund,Low,5,5
14987,12944,Network,Low,17,2
14988,803,Billing,Medium,9,2
14989,5841,Speed,High,12,1
14990,11883,Network,Medium,20,1
14991,1662,Network,High,6,4
14992,11706,Refund,Medium,8,3
14993,7228,Network,Low,8,2
14994,4836,Technical,Medium,9,5
14995,11243,Billing,High,15,4
14996,928,Speed,Low,7,5
14997,12024,Billing,Low,18,4
14998,11810,Login,High,9,1
14999,9614,Technical,High,4,2
15000,8757,Login,High,13,5
15001,6165,Network,Low,9,2
15002,1786,Billing,Medium,14,3
15003,11072,Billing,Medium,1,3
15004,9956,Technical,Medium,12,5
15005,9366,Network,Low,18,4
15006,7927,Speed,Medium,9,3
15007,9469,Billing,Medium,9,5
15008,3424,Technical,High,14,4
15009,4644,Technical,Medium,15,4
15010,8041,Technical,Medium,20,2
15011,10759,Billing,Medium,14,5
15012,8111,Billing,High,11,3
15013,13463,Login,High,17,2
15014,2988,Billing,High,1,3
15015,8483,Technical,Medium,10,3
15016,11942,Technical,Low,12,2
15017,334,Speed,Medium,20,1
15018,7915,Login,Low,5,5
15019,9057,Refund,Low,5,3
15020,2349,Login,High,3,1
15021,6557,Login,Medium,2,1
15022,3413,Network,High,10,2
15023,5501,Speed,Low,18,1
15024,7906,Refund,Low,9,3
15025,1118,Login,Low,5,5
15026,7165,Speed,Low,6,3
15027,5155,Billing,High,18,2
15028,4988,Billing,High,19,1
15029,74,Billing,Low,20,4
15030,4362,Refund,High,16,1
15031,4982,Network,Low,5,3
15032,13538,Technical,High,8,3
15033,2834,Billing,High,16,4
15034,464,Technical,High,17,3
15035,5154,Speed,Low,1,1
15036,11716,Login,High,2,3
15037,13574,Billing,Low,20,5
15038,5885,Billing,Medium,14,5
15039,12838,Login,Low,16,2
15040,11559,Refund,Low,19,1
15041,11075,Billing,High,5,5
15042,10446,Billing,Low,11,5
15043,10843,Technical,Medium,11,1
15044,1532,Network,Low,4,4
15045,5707,Technical,Medium,16,4
15046,12473,Billing,Low,13,1
15047,5674,Network,Low,19,1
15048,1386,Billing,Low,3,5
15049,4792,Speed,High,6,5
15050,474,Network,Medium,5,1
15051,12675,Network,Low,14,4
15052,8229,Speed,Low,19,4
15053,14578,Speed,Low,18,2
15054,3413,Speed,Low,16,5
15055,8955,Speed,High,15,5
15056,14356,Billing,High,5,1
15057,809,Login,High,18,5
15058,8954,Billing,Low,18,5
15059,5636,Speed,Medium,6,3
15060,14654,Refund,Low,2,5
15061,6697,Technical,High,20,4
15062,8511,Refund,High,13,1
15063,1459,Technical,High,15,3
15064,9214,Refund,Low,1,3
15065,2376,Speed,High,13,3
15066,9940,Refund,Low,14,4
15067,8428,Login,Low,14,5
15068,1570,Refund,High,11,3
15069,6218,Login,High,11,2
15070,12573,Network,Medium,6,4
15071,10310,Speed,High,6,3
15072,12384,Speed,Low,16,1
15073,8298,Technical,Low,5,5
15074,2459,Speed,Medium,8,1
15075,2148,Technical,Low,5,2
15076,10375,Refund,Low,7,1
15077,10539,Billing,Medium,8,1
15078,4221,Login,Medium,18,3
15079,1286,Network,High,4,1
15080,10371,Refund,Medium,2,4
15081,2094,Technical,Medium,11,3
15082,5407,Refund,Low,2,4
15083,14253,Refund,High,15,2
15084,796,Speed,Medium,3,4
15085,12005,Technical,High,10,1
15086,13771,Login,Medium,19,3
15087,13324,Speed,High,20,3
15088,6911,Refund,Low,19,3
15089,11038,Refund,Low,9,4
15090,2539,Technical,Low,7,2
15091,8425,Refund,High,19,4
15092,8198,Billing,Medium,8,5
15093,10305,Login,High,9,4
15094,8284,Login,Low,5,5
15095,6011,Network,High,7,1
15096,11237,Refund,Medium,3,3
15097,8433,Network,Low,7,3
15098,3020,Technical,Low,12,4
15099,4984,Login,High,13,2
15100,5219,Refund,Low,14,2
15101,13225,Refund,Low,19,1
15102,11270,Login,Medium,5,2
15103,8476,Refund,High,2,1
15104,10281,Network,Medium,2,3
15105,4384,Network,Medium,3,4
15106,6426,Technical,Low,7,1
15107,14853,Refund,High,18,5
15108,4879,Refund,High,11,3
15109,6544,Refund,High,16,2
15110,14566,Login,Low,9,5
15111,4580,Billing,Low,10,2
15112,12351,Technical,Low,18,4
15113,4988,Technical,Low,14,4
15114,6665,Refund,Low,4,3
15115,13014,Login,High,16,3
15116,644,Technical,Low,19,1
15117,5521,Login,Medium,3,4
15118,5516,Technical,High,18,1
15119,9734,Refund,Medium,13,1
15120,2026,Billing,Medium,4,3
15121,9194,Refund,Medium,4,1
15122,12568,Speed,Low,17,1
15123,10390,Technical,Medium,4,2
15124,193,Refund,Medium,19,2
15125,1805,Refund,Low,2,1
15126,11065,Speed,High,13,1
15127,5374,Refund,Low,17,5
15128,13323,Technical,Medium,14,4
15129,4642,Speed,Medium,4,3
15130,3838,Network,Low,5,1
15131,2462,Billing,Low,9,3
15132,13278,Technical,Low,7,3
15133,5379,Login,Low,14,4
15134,14145,Speed,High,9,2
15135,2639,Network,Low,20,2
15136,14075,Technical,Medium,5,2
15137,8221,Network,High,8,2
15138,8893,Network,High,18,4
15139,10535,Login,Medium,19,1
15140,6692,Network,Low,11,4
15141,5907,Technical,High,20,1
15142,9547,Technical,High,2,4
15143,3585,Speed,High,17,3
15144,3721,Technical,High,10,3
15145,2838,Refund,Low,5,1
15146,14855,Refund,Medium,18,1
15147,11370,Technical,Low,8,1
15148,2269,Speed,Medium,18,3
15149,3995,Speed,Medium,9,5
15150,3931,Speed,High,10,3
15151,793,Speed,Medium,6,1
15152,8947,Login,Medium,3,1
15153,5455,Billing,Medium,8,4
15154,13334,Refund,High,5,5
15155,4455,Refund,High,5,1
15156,7438,Speed,Medium,18,1
15157,4163,Refund,Low,18,4
15158,12529,Network,Low,3,2
15159,9063,Billing,Low,12,4
15160,7285,Refund,High,17,2
15161,13181,Login,Medium,6,5
15162,9628,Refund,Medium,6,3
15163,7182,Login,Medium,1,4
15164,6053,Network,Medium,4,5
15165,2391,Refund,Medium,3,1
15166,12478,Refund,High,8,1
15167,13542,Refund,Medium,6,4
15168,929,Speed,Low,3,5
15169,2577,Technical,High,9,1
15170,11980,Refund,High,19,3
15171,1725,Login,Low,19,2
15172,14549,Network,Medium,8,1
15173,6249,Refund,Low,17,2
15174,2015,Billing,Medium,18,1
15175,2823,Refund,Medium,17,4
15176,9270,Speed,High,3,2
15177,1254,Billing,Medium,11,3
15178,7509,Billing,High,13,2
15179,2841,Billing,Medium,16,2
15180,2526,Billing,Low,20,2
15181,10469,Login,High,20,5
15182,544,Technical,Medium,13,4
15183,3278,Login,Medium,12,4
15184,12596,Login,Medium,5,4
15185,72,Network,Low,1,4
15186,8299,Login,Medium,6,5
15187,13333,Technical,Medium,9,1
15188,4581,Billing,Low,12,2
15189,4542,Technical,High,15,5
15190,4397,Speed,Medium,12,3
15191,3542,Login,Medium,4,4
15192,10343,Login,Low,16,1
15193,13859,Network,High,9,2
15194,12920,Login,High,2,4
15195,13687,Login,High,3,2
15196,318,Login,High,7,4
15197,9715,Billing,High,15,5
15198,14293,Network,High,8,1
15199,12128,Network,Medium,14,5
15200,12246,Refund,Medium,17,2
15201,12240,Technical,Medium,6,1
15202,843,Billing,Medium,7,4
15203,12930,Technical,High,18,1
15204,2263,Speed,Low,15,3
15205,13574,Network,Medium,7,3
15206,7669,Login,Medium,8,4
15207,5615,Login,Medium,13,4
15208,5415,Refund,High,5,5
15209,1916,Billing,Medium,11,2
15210,10424,Speed,Low,4,3
15211,11649,Speed,Low,10,3
15212,13854,Refund,Medium,11,5
15213,7598,Login,Medium,10,2
15214,4263,Speed,Low,16,4
15215,13117,Refund,Low,9,3
15216,7401,Refund,Low,8,2
15217,12594,Billing,Medium,17,2
15218,14477,Billing,High,7,3
15219,10621,Login,High,16,2
15220,12972,Network,Low,20,4
15221,7948,Login,Medium,16,4
15222,3850,Billing,High,17,1
15223,13272,Technical,High,10,3
15224,3304,Login,Low,5,4
15225,12036,Refund,High,10,5
15226,819,Network,High,11,2
15227,8563,Refund,Medium,9,5
15228,1058,Refund,Medium,16,1
15229,14767,Technical,Medium,11,3
15230,935,Network,High,20,5
15231,4298,Login,Low,7,4
15232,5129,Network,Low,14,3
15233,5202,Speed,Low,20,1
15234,14412,Speed,Medium,1,4
15235,9602,Network,Medium,8,3
15236,13597,Login,Low,10,4
15237,4614,Speed,Low,19,5
15238,2667,Refund,Medium,10,2
15239,12218,Billing,Medium,3,4
15240,4201,Billing,Low,6,3
15241,11452,Login,Medium,13,3
15242,3828,Speed,High,7,3
15243,4885,Billing,Medium,11,2
15244,10574,Billing,Low,14,3
15245,14172,Login,High,20,4
15246,11791,Speed,Low,12,2
15247,9089,Refund,High,19,5
15248,11953,Technical,Low,2,5
15249,4656,Technical,Low,10,5
15250,7483,Login,Low,8,4
15251,12089,Billing,Medium,3,5
15252,14999,Speed,Medium,16,3
15253,10143,Technical,Low,16,1
15254,4512,Billing,High,18,5
15255,3089,Login,Low,12,2
15256,3495,Network,Low,6,2
15257,9892,Network,High,19,2
15258,13544,Technical,Medium,8,3
15259,13350,Login,Low,9,3
15260,9444,Login,Low,3,4
15261,13218,Network,High,8,1
15262,9659,Billing,Low,4,1
15263,4060,Login,High,15,5
15264,3161,Refund,Medium,14,5
15265,5707,Technical,High,2,2
15266,13670,Billing,High,6,5
15267,4280,Login,Low,19,5
15268,8987,Billing,Medium,14,1
15269,5523,Refund,Medium,13,5
15270,12498,Refund,Low,2,2
15271,1690,Login,Medium,10,5
15272,2054,Refund,High,13,1
15273,4769,Network,Low,1,3
15274,3395,Network,Medium,19,1
15275,4060,Billing,Medium,2,1
15276,1041,Speed,Medium,1,3
15277,5920,Speed,Medium,8,3
15278,1391,Technical,High,8,2
15279,272,Technical,Low,4,3
15280,14729,Technical,Low,2,1
15281,11324,Technical,Medium,9,2
15282,7808,Technical,Low,19,3
15283,841,Speed,High,5,2
15284,6536,Refund,High,7,5
15285,12741,Billing,Low,8,5
15286,13214,Refund,High,7,2
15287,10445,Login,High,17,2
15288,10671,Speed,High,20,5
15289,12142,Speed,Low,10,1
15290,6781,Login,High,16,1
15291,430,Refund,Medium,18,5
15292,4059,Refund,Low,7,2
15293,12709,Network,Low,1,3
15294,11936,Speed,Medium,20,2
15295,13766,Speed,Low,1,5
15296,14692,Speed,High,18,4
15297,10373,Technical,High,9,5
15298,765,Billing,Medium,13,5
15299,1489,Billing,Low,7,1
15300,12088,Login,High,1,1
15301,14901,Billing,Medium,15,3
15302,5884,Technical,Medium,8,1
15303,14386,Refund,High,15,3
15304,10885,Speed,High,3,2
15305,670,Billing,Medium,7,5
15306,13997,Network,Low,15,3
15307,10327,Network,Low,10,2
15308,4833,Technical,Medium,20,2
15309,5386,Login,Low,13,2
15310,5660,Billing,Low,11,2
15311,1088,Login,Low,13,4
15312,11500,Technical,Medium,10,1
15313,7773,Network,Medium,8,2
15314,12964,Technical,Medium,7,5
15315,2505,Technical,Medium,14,1
15316,7872,Technical,Low,5,3
15317,1726,Network,Medium,5,2
15318,3115,Network,High,16,2
15319,9219,Login,Medium,9,1
15320,3151,Refund,Medium,6,3
15321,821,Network,High,2,1
15322,1972,Technical,Medium,14,5
15323,4792,Network,High,7,2
15324,2939,Network,Medium,14,5
15325,7548,Billing,Medium,15,4
15326,11365,Refund,High,18,2
15327,8060,Billing,Low,8,1
15328,11403,Refund,Medium,16,4
15329,2991,Technical,High,17,4
15330,7527,Refund,High,20,1
15331,4296,Refund,Low,11,1
15332,10114,Network,Medium,13,2
15333,10437,Billing,High,17,1
15334,12139,Billing,Low,8,5
15335,6763,Billing,Medium,4,5
15336,14490,Technical,High,5,4
15337,9167,Login,Low,4,4
15338,14192,Network,Low,2,4
15339,4513,Technical,Medium,6,1
15340,10472,Refund,Low,8,4
15341,6162,Billing,High,12,4
15342,7063,Network,High,7,1
15343,11908,Technical,Low,9,4
15344,4374,Speed,Low,4,1
15345,2425,Billing,High,4,3
15346,10203,Speed,Medium,10,3
15347,8007,Billing,Medium,9,2
15348,9192,Technical,High,10,4
15349,6038,Refund,High,12,2
15350,7336,Speed,Low,16,3
15351,8352,Billing,Medium,15,5
15352,12945,Technical,Medium,7,2
15353,135,Technical,Low,9,2
15354,2169,Refund,High,5,3
15355,3034,Speed,Medium,9,4
15356,7517,Login,Medium,11,1
15357,6654,Refund,Medium,9,1
15358,2902,Login,Low,16,4
15359,8653,Login,Medium,3,5
15360,6033,Login,Medium,17,4
15361,6915,Technical,Low,10,4
15362,2983,Technical,Medium,9,3
15363,10276,Network,Low,13,4
15364,13905,Technical,Medium,15,2
15365,12081,Technical,Medium,12,5
15366,3058,Billing,High,13,2
15367,900,Network,Low,20,4
15368,3870,Network,Low,19,1
15369,3274,Refund,Low,4,4
15370,13339,Billing,Low,12,3
15371,12256,Speed,Low,7,3
15372,5800,Login,Low,10,4
15373,8272,Technical,Medium,9,4
15374,11459,Refund,Low,20,5
15375,571,Billing,Medium,19,1
15376,5266,Technical,Low,2,2
15377,3312,Speed,Medium,11,3
15378,7856,Network,High,18,5
15379,8576,Refund,Low,2,2
15380,11612,Technical,Medium,1,5
15381,5956,Technical,Medium,6,2
15382,11496,Login,Low,17,3
15383,12309,Billing,Medium,9,3
15384,14609,Speed,High,18,2
15385,8644,Technical,Low,14,3
15386,10671,Login,Medium,11,1
15387,7842,Billing,Medium,17,3
15388,7482,Billing,Medium,5,3
15389,4317,Technical,Low,4,4
15390,14602,Login,Medium,4,4
15391,7249,Login,High,1,2
15392,12545,Login,High,12,1
15393,4974,Login,High,2,5
15394,9216,Speed,Medium,16,1
15395,807,Billing,Medium,15,2
15396,5066,Speed,Medium,4,4
15397,5548,Network,Low,2,3
15398,7308,Network,High,7,2
15399,10972,Speed,Medium,13,3
15400,12741,Refund,Low,14,3
15401,3196,Refund,Medium,13,1
15402,9186,Login,Low,8,3
15403,6934,Refund,High,17,3
15404,1363,Technical,High,13,1
15405,13402,Login,Low,9,1
15406,12958,Login,Low,20,5
15407,10435,Billing,Low,20,1
15408,7735,Technical,High,13,2
15409,4853,Refund,High,12,5
15410,9636,Refund,Low,6,5
15411,2219,Billing,Medium,14,1
15412,2132,Speed,High,4,3
15413,8530,Speed,High,19,2
15414,5899,Billing,Medium,15,3
15415,2591,Billing,High,11,5
15416,5482,Billing,Medium,12,2
15417,11194,Refund,Medium,4,3
15418,3207,Login,Medium,4,1
15419,1138,Speed,Low,11,3
15420,2419,Network,Medium,11,4
15421,12724,Billing,Low,4,5
15422,5218,Login,Medium,11,4
15423,3353,Network,Medium,11,1
15424,3570,Speed,High,11,5
15425,13664,Refund,Low,20,2
15426,5857,Network,Low,18,2
15427,13336,Billing,Medium,19,3
15428,9376,Network,High,16,1
15429,5778,Speed,High,5,2
15430,7785,Technical,Low,18,5
15431,14266,Network,High,15,1
15432,12658,Billing,Low,16,2
15433,7317,Refund,High,17,3
15434,350,Network,Medium,5,2
15435,6087,Technical,Low,13,2
15436,1060,Billing,Low,16,5
15437,2312,Billing,Medium,8,4
15438,13445,Technical,Low,3,5
15439,7778,Network,Medium,1,1
15440,13373,Speed,Low,13,4
15441,8602,Billing,Low,19,3
15442,10817,Technical,Low,17,4
15443,6727,Speed,Medium,3,1
15444,3450,Billing,Medium,17,3
15445,12112,Speed,Medium,12,4
15446,10731,Billing,Medium,12,2
15447,7215,Refund,Low,15,5
15448,11808,Speed,Low,7,2
15449,5866,Technical,Low,15,4
15450,3690,Speed,Low,11,4
15451,10086,Network,Low,19,4
15452,8791,Speed,Medium,1,5
15453,1273,Refund,Low,20,3
15454,6441,Login,Low,4,3
15455,7064,Technical,High,1,3
15456,11252,Refund,High,19,3
15457,5608,Billing,Medium,1,5
15458,5462,Technical,High,20,3
15459,1248,Technical,High,15,5
15460,8729,Login,Low,15,2
15461,1250,Refund,High,12,5
15462,6089,Login,High,15,3
15463,9336,Technical,Low,3,1
15464,124,Refund,Low,9,3
15465,1168,Login,Medium,5,3
15466,2269,Billing,Low,11,3
15467,11715,Network,Low,8,5
15468,13043,Login,Medium,11,1
15469,8125,Speed,High,15,3
15470,12076,Network,Low,2,1
15471,9871,Network,Low,4,4
15472,4393,Login,Medium,11,1
15473,11836,Technical,High,7,3
15474,4997,Refund,Low,6,1
15475,1306,Billing,Medium,9,4
15476,11596,Speed,Low,2,2
15477,4316,Network,Low,13,2
15478,3389,Technical,High,18,3
15479,5251,Refund,Medium,8,4
15480,3807,Billing,High,15,3
15481,1635,Speed,Low,16,1
15482,6485,Billing,High,10,1
15483,13531,Login,Low,1,2
15484,10827,Technical,Medium,17,3
15485,9342,Billing,Low,18,3
15486,6404,Network,Low,18,2
15487,10293,Billing,Low,16,5
15488,589,Speed,High,3,4
15489,5752,Technical,High,5,2
15490,1988,Login,Low,12,2
15491,9442,Login,High,20,5
15492,1630,Network,Medium,14,3
15493,5710,Login,Low,5,4
15494,9950,Login,Low,17,2
15495,9439,Billing,Low,3,5
15496,14584,Login,High,16,2
15497,12537,Billing,Medium,18,1
15498,9100,Billing,Low,20,5
15499,11165,Network,Medium,1,2
15500,7328,Speed,Medium,19,3
15501,891,Login,High,20,3
15502,1323,Speed,Low,6,2
15503,1872,Login,Low,12,4
15504,3932,Speed,High,18,3
15505,6592,Network,Low,9,3
15506,6691,Technical,Low,13,2
15507,1478,Refund,Medium,7,1
15508,5957,Refund,Low,13,3
15509,8573,Speed,Low,10,5
15510,544,Technical,Medium,10,5
15511,791,Technical,Low,3,2
15512,8731,Refund,Medium,15,5
15513,4042,Login,Medium,13,5
15514,1257,Technical,Medium,2,2
15515,12863,Billing,Medium,5,2
15516,13854,Network,Low,15,3
15517,12423,Billing,Medium,1,4
15518,14301,Network,Low,12,4
15519,8034,Speed,Low,5,2
15520,7052,Speed,Medium,8,2
15521,6062,Speed,Low,19,4
15522,2400,Refund,High,19,4
15523,6680,Refund,High,7,2
15524,12258,Refund,Medium,15,4
15525,3664,Network,High,18,1
15526,4462,Technical,High,9,3
15527,2803,Refund,Low,17,2
15528,9676,Billing,High,8,4
